Order_ID,Order_Date,Region,Category,Sales,Quantity,Customer_Type
2225,03/04/2023 16:00,West,Groceries,3945,9,New
2226,03/04/2023 17:00,North,Groceries,2479,2,New
2227,03/04/2023 18:00,East,Furniture,1744,9,Returning
2228,03/04/2023 19:00,North,Furniture,504,8,New
2229,03/04/2023 20:00,North,Furniture,2796,1,New
2230,03/04/2023 21:00,West,Electronics,1429,7,New
2231,03/04/2023 22:00,South,Furniture,3113,3,Returning
2232,03/04/2023 23:00,North,Electronics,4888,9,New
2233,04/04/2023 0:00,South,Groceries,645,5,Returning
2234,04/04/2023 1:00,East,Clothing,1139,3,Returning
2235,04/04/2023 2:00,North,Groceries,2418,8,New
2236,04/04/2023 3:00,West,Groceries,4846,3,New
2237,04/04/2023 4:00,East,Groceries,3882,7,New
2238,04/04/2023 5:00,East,Furniture,4501,7,Returning
2239,04/04/2023 6:00,West,Furniture,1735,7,Returning
2240,04/04/2023 7:00,North,Furniture,4961,1,New
2241,04/04/2023 8:00,North,Clothing,604,5,New
2242,04/04/2023 9:00,East,Furniture,360,1,Returning
2243,04/04/2023 10:00,North,Electronics,4292,7,Returning
2244,04/04/2023 11:00,South,Groceries,4644,8,Returning
2245,04/04/2023 12:00,West,Clothing,544,7,New
2246,04/04/2023 13:00,South,Clothing,656,1,New
2247,04/04/2023 14:00,North,Clothing,263,3,Returning
2248,04/04/2023 15:00,East,Clothing,612,3,Returning
2249,04/04/2023 16:00,West,Clothing,1126,7,New
2250,04/04/2023 17:00,North,Electronics,4853,4,Returning
2251,04/04/2023 18:00,North,Groceries,3373,3,New
2252,04/04/2023 19:00,East,Clothing,3915,6,Returning
2253,04/04/2023 20:00,East,Groceries,3903,6,Returning
2254,04/04/2023 21:00,South,Furniture,2722,5,Returning
2255,04/04/2023 22:00,West,Clothing,4008,6,Returning
2256,04/04/2023 23:00,West,Clothing,3019,3,New
2257,05/04/2023 0:00,East,Groceries,1641,5,Returning
2258,05/04/2023 1:00,South,Clothing,2849,9,Returning
2259,05/04/2023 2:00,West,Clothing,2714,4,New
2260,05/04/2023 3:00,East,Clothing,4135,2,New
2261,05/04/2023 4:00,North,Electronics,4910,5,New
2262,05/04/2023 5:00,West,Electronics,2114,3,Returning
2263,05/04/2023 6:00,South,Clothing,3841,3,New
2264,05/04/2023 7:00,South,Electronics,589,4,Returning
2265,05/04/2023 8:00,South,Furniture,3906,4,New
2266,05/04/2023 9:00,North,Clothing,1920,5,Returning
2267,05/04/2023 10:00,West,Furniture,293,7,New
2268,05/04/2023 11:00,West,Groceries,1880,4,New
2269,05/04/2023 12:00,North,Furniture,3092,7,New
2270,05/04/2023 13:00,West,Groceries,684,9,Returning
2271,05/04/2023 14:00,North,Clothing,4628,3,Returning
2272,05/04/2023 15:00,North,Groceries,481,5,New
2273,05/04/2023 16:00,North,Groceries,4657,4,Returning
2274,05/04/2023 17:00,South,Furniture,3565,9,Returning
2275,05/04/2023 18:00,West,Furniture,1716,5,Returning
2276,05/04/2023 19:00,North,Furniture,2015,2,Returning
2277,05/04/2023 20:00,West,Clothing,3730,1,Returning
2278,05/04/2023 21:00,South,Clothing,3047,7,New
2279,05/04/2023 22:00,North,Furniture,3391,1,Returning
2280,05/04/2023 23:00,East,Clothing,2007,8,New
2281,06/04/2023 0:00,South,Clothing,2490,9,New
2282,06/04/2023 1:00,East,Groceries,4950,7,New
2283,06/04/2023 2:00,West,Groceries,1148,9,Returning
2284,06/04/2023 3:00,West,Furniture,2148,6,Returning
2285,06/04/2023 4:00,South,Clothing,1530,7,New
2286,06/04/2023 5:00,West,Groceries,3849,3,New
2287,06/04/2023 6:00,East,Electronics,3844,9,New
2288,06/04/2023 7:00,North,Clothing,1533,3,New
2289,06/04/2023 8:00,North,Electronics,499,6,Returning
2290,06/04/2023 9:00,North,Furniture,156,4,New
2291,06/04/2023 10:00,South,Clothing,2195,9,New
2292,06/04/2023 11:00,West,Furniture,2111,1,Returning
2293,06/04/2023 12:00,East,Furniture,4943,9,New
2294,06/04/2023 13:00,West,Furniture,2402,4,Returning
2295,06/04/2023 14:00,West,Furniture,1356,5,New
2296,06/04/2023 15:00,West,Furniture,4467,1,Returning
2297,06/04/2023 16:00,North,Clothing,2506,1,Returning
2298,06/04/2023 17:00,East,Electronics,3036,6,Returning
2299,06/04/2023 18:00,East,Clothing,569,1,New
2300,06/04/2023 19:00,West,Clothing,1976,2,Returning
2301,06/04/2023 20:00,North,Clothing,4727,3,New
2302,06/04/2023 21:00,North,Groceries,2989,7,Returning
2303,06/04/2023 22:00,East,Groceries,1788,2,Returning
2304,06/04/2023 23:00,North,Clothing,3166,5,Returning
2305,07/04/2023 0:00,North,Electronics,4561,9,New
2306,07/04/2023 1:00,North,Clothing,1443,8,Returning
2307,07/04/2023 2:00,South,Furniture,2575,8,Returning
2308,07/04/2023 3:00,West,Groceries,4798,2,Returning
2309,07/04/2023 4:00,East,Groceries,945,1,Returning
2310,07/04/2023 5:00,East,Clothing,3626,9,New
2311,07/04/2023 6:00,South,Clothing,3111,4,New
2312,07/04/2023 7:00,West,Electronics,3430,9,Returning
2313,07/04/2023 8:00,East,Electronics,1821,7,Returning
2314,07/04/2023 9:00,North,Furniture,1638,6,Returning
2315,07/04/2023 10:00,East,Clothing,3453,9,Returning
2316,07/04/2023 11:00,North,Clothing,1156,4,New
2317,07/04/2023 12:00,South,Clothing,2156,1,Returning
2318,07/04/2023 13:00,North,Groceries,1022,5,Returning
2319,07/04/2023 14:00,East,Furniture,141,6,New
2320,07/04/2023 15:00,East,Electronics,4853,6,Returning
2321,07/04/2023 16:00,East,Groceries,2215,1,Returning
2322,07/04/2023 17:00,South,Groceries,4850,7,New
2323,07/04/2023 18:00,South,Groceries,788,8,Returning
2324,07/04/2023 19:00,West,Groceries,2978,5,New
2325,07/04/2023 20:00,East,Furniture,1085,2,Returning
2326,07/04/2023 21:00,North,Clothing,3971,2,New
2327,07/04/2023 22:00,South,Electronics,3940,5,New
2328,07/04/2023 23:00,East,Electronics,652,7,Returning
2329,08/04/2023 0:00,East,Groceries,4569,7,Returning
2330,08/04/2023 1:00,South,Groceries,1054,4,Returning
2331,08/04/2023 2:00,West,Furniture,3104,3,Returning
2332,08/04/2023 3:00,South,Groceries,4930,9,New
2333,08/04/2023 4:00,South,Electronics,4424,7,Returning
2334,08/04/2023 5:00,North,Electronics,4787,2,Returning
2335,08/04/2023 6:00,North,Clothing,1779,1,Returning
2336,08/04/2023 7:00,West,Clothing,617,2,New
2337,08/04/2023 8:00,East,Electronics,1023,3,New
2338,08/04/2023 9:00,South,Electronics,2552,5,New
2339,08/04/2023 10:00,West,Furniture,3987,3,New
2340,08/04/2023 11:00,North,Furniture,836,9,New
2341,08/04/2023 12:00,South,Electronics,3333,4,Returning
2342,08/04/2023 13:00,East,Groceries,1686,7,Returning
2343,08/04/2023 14:00,North,Clothing,1772,4,Returning
2344,08/04/2023 15:00,North,Electronics,3343,3,New
2345,08/04/2023 16:00,North,Groceries,2388,1,Returning
2346,08/04/2023 17:00,West,Electronics,4079,9,New
2347,08/04/2023 18:00,East,Clothing,864,1,New
2348,08/04/2023 19:00,South,Clothing,3971,1,New
2349,08/04/2023 20:00,West,Furniture,415,1,New
2350,08/04/2023 21:00,West,Furniture,1051,5,New
2351,08/04/2023 22:00,West,Furniture,3315,7,Returning
2352,08/04/2023 23:00,North,Furniture,4289,7,Returning
2353,09/04/2023 0:00,East,Clothing,1338,1,Returning
2354,09/04/2023 1:00,West,Groceries,1703,6,Returning
2355,09/04/2023 2:00,South,Groceries,2732,9,New
2356,09/04/2023 3:00,East,Groceries,1137,6,Returning
2357,09/04/2023 4:00,South,Electronics,4075,4,Returning
2358,09/04/2023 5:00,East,Furniture,3891,9,New
2359,09/04/2023 6:00,South,Furniture,812,3,New
2360,09/04/2023 7:00,North,Clothing,2373,4,New
2361,09/04/2023 8:00,West,Clothing,3897,4,Returning
2362,09/04/2023 9:00,South,Electronics,1753,4,Returning
2363,09/04/2023 10:00,East,Electronics,3202,6,Returning
2364,09/04/2023 11:00,West,Groceries,346,7,New
2365,09/04/2023 12:00,West,Clothing,3083,9,New
2366,09/04/2023 13:00,East,Furniture,848,3,New
2367,09/04/2023 14:00,South,Groceries,4170,8,New
2368,09/04/2023 15:00,North,Furniture,1842,8,New
2369,09/04/2023 16:00,North,Groceries,1480,1,New
2370,09/04/2023 17:00,South,Furniture,4220,5,Returning
2371,09/04/2023 18:00,West,Electronics,346,5,New
2372,09/04/2023 19:00,West,Groceries,2043,8,New
2373,09/04/2023 20:00,West,Furniture,1913,8,New
2374,09/04/2023 21:00,West,Furniture,1496,2,New
2375,09/04/2023 22:00,South,Clothing,4568,3,New
2376,09/04/2023 23:00,West,Groceries,3780,2,New
2377,10/04/2023 0:00,East,Furniture,413,1,New
2378,10/04/2023 1:00,West,Clothing,3602,2,New
2379,10/04/2023 2:00,North,Furniture,2684,6,New
2380,10/04/2023 3:00,West,Groceries,4514,1,Returning
2381,10/04/2023 4:00,South,Electronics,1633,6,Returning
2382,10/04/2023 5:00,North,Groceries,2913,1,Returning
2383,10/04/2023 6:00,South,Groceries,2554,2,Returning
2384,10/04/2023 7:00,South,Furniture,2499,8,New
2385,10/04/2023 8:00,North,Furniture,2335,6,Returning
2386,10/04/2023 9:00,South,Groceries,1108,9,Returning
2387,10/04/2023 10:00,South,Clothing,3803,1,New
2388,10/04/2023 11:00,West,Clothing,2312,5,New
2389,10/04/2023 12:00,East,Clothing,4797,7,New
2390,10/04/2023 13:00,South,Furniture,1378,9,New
2391,10/04/2023 14:00,South,Furniture,3445,9,Returning
2392,10/04/2023 15:00,South,Groceries,4710,4,New
2393,10/04/2023 16:00,West,Electronics,3351,4,New
2394,10/04/2023 17:00,East,Furniture,4369,4,New
2395,10/04/2023 18:00,North,Groceries,4155,3,Returning
2396,10/04/2023 19:00,West,Groceries,1865,8,Returning
2397,10/04/2023 20:00,West,Electronics,3041,5,New
2398,10/04/2023 21:00,East,Clothing,866,7,Returning
2399,10/04/2023 22:00,East,Groceries,2724,6,New
2400,10/04/2023 23:00,West,Groceries,1229,9,Returning
2401,11/04/2023 0:00,North,Groceries,3744,3,New
2402,11/04/2023 1:00,West,Clothing,2687,6,Returning
2403,11/04/2023 2:00,East,Clothing,2115,3,Returning
2404,11/04/2023 3:00,North,Electronics,1417,2,Returning
2405,11/04/2023 4:00,East,Furniture,4994,3,New
2406,11/04/2023 5:00,North,Clothing,451,2,Returning
2407,11/04/2023 6:00,South,Furniture,313,2,Returning
2408,11/04/2023 7:00,East,Furniture,1165,7,Returning
2409,11/04/2023 8:00,East,Clothing,4858,3,New
2410,11/04/2023 9:00,West,Groceries,4898,8,Returning
2411,11/04/2023 10:00,East,Electronics,3309,2,New
2412,11/04/2023 11:00,East,Furniture,4413,7,New
2413,11/04/2023 12:00,South,Groceries,1148,3,New
2414,11/04/2023 13:00,East,Clothing,4863,9,New
2415,11/04/2023 14:00,South,Furniture,800,7,New
2416,11/04/2023 15:00,South,Furniture,596,9,Returning
2417,11/04/2023 16:00,South,Furniture,650,2,New
2418,11/04/2023 17:00,South,Groceries,2908,6,Returning
2419,11/04/2023 18:00,North,Groceries,3927,5,Returning
2420,11/04/2023 19:00,West,Groceries,1897,2,New
2421,11/04/2023 20:00,North,Furniture,4892,4,New
2422,11/04/2023 21:00,East,Furniture,2229,4,New
2423,11/04/2023 22:00,North,Electronics,837,8,Returning
2424,11/04/2023 23:00,North,Electronics,2383,7,Returning
2425,12/04/2023 0:00,East,Groceries,3427,5,Returning
2426,12/04/2023 1:00,East,Groceries,4178,9,Returning
2427,12/04/2023 2:00,East,Clothing,2348,1,Returning
2428,12/04/2023 3:00,North,Groceries,3009,4,Returning
2429,12/04/2023 4:00,North,Electronics,1410,5,Returning
2430,12/04/2023 5:00,East,Electronics,3265,8,Returning
2431,12/04/2023 6:00,West,Electronics,4931,3,Returning
2432,12/04/2023 7:00,West,Furniture,340,5,New
2433,12/04/2023 8:00,South,Furniture,4444,3,Returning
2434,12/04/2023 9:00,East,Groceries,2855,7,New
2435,12/04/2023 10:00,South,Clothing,1335,3,New
2436,12/04/2023 11:00,West,Clothing,4779,7,Returning
2437,12/04/2023 12:00,South,Clothing,2468,2,Returning
2438,12/04/2023 13:00,East,Furniture,1725,7,Returning
2439,12/04/2023 14:00,East,Electronics,989,9,Returning
2440,12/04/2023 15:00,East,Electronics,1298,5,Returning
2441,12/04/2023 16:00,North,Furniture,4181,6,Returning
2442,12/04/2023 17:00,South,Clothing,3111,3,New
2443,12/04/2023 18:00,West,Clothing,4575,5,New
2444,12/04/2023 19:00,West,Groceries,1237,5,Returning
2445,12/04/2023 20:00,West,Groceries,694,3,New
2446,12/04/2023 21:00,North,Clothing,130,8,New
2447,12/04/2023 22:00,North,Furniture,2589,6,New
2448,12/04/2023 23:00,East,Clothing,4992,3,New
2449,13/04/2023 0:00,West,Groceries,3505,1,New
2450,13/04/2023 1:00,North,Clothing,1611,1,New
2451,13/04/2023 2:00,East,Furniture,4397,2,Returning
2452,13/04/2023 3:00,West,Electronics,3930,5,New
2453,13/04/2023 4:00,South,Furniture,176,7,New
2454,13/04/2023 5:00,East,Furniture,4103,1,New
2455,13/04/2023 6:00,North,Groceries,1573,1,New
2456,13/04/2023 7:00,North,Furniture,833,4,Returning
2457,13/04/2023 8:00,East,Furniture,1209,6,New
2458,13/04/2023 9:00,East,Groceries,2396,9,Returning
2459,13/04/2023 10:00,North,Groceries,2182,1,New
2460,13/04/2023 11:00,South,Electronics,1516,5,Returning
2461,13/04/2023 12:00,West,Clothing,944,9,New
2462,13/04/2023 13:00,South,Furniture,3835,8,New
2463,13/04/2023 14:00,East,Groceries,4952,7,New
2464,13/04/2023 15:00,South,Electronics,3911,2,Returning
2465,13/04/2023 16:00,North,Clothing,1550,9,Returning
2466,13/04/2023 17:00,East,Groceries,1300,8,Returning
2467,13/04/2023 18:00,West,Clothing,1167,9,Returning
2468,13/04/2023 19:00,North,Clothing,770,9,New
2469,13/04/2023 20:00,North,Furniture,2802,9,New
2470,13/04/2023 21:00,West,Furniture,3066,3,Returning
2471,13/04/2023 22:00,West,Groceries,3557,7,New
2472,13/04/2023 23:00,South,Clothing,3433,1,New
2473,14/04/2023 0:00,East,Groceries,1532,9,New
2474,14/04/2023 1:00,West,Groceries,1719,9,Returning
2475,14/04/2023 2:00,West,Clothing,3439,3,Returning
2476,14/04/2023 3:00,East,Groceries,1812,5,New
2477,14/04/2023 4:00,West,Clothing,1142,8,Returning
2478,14/04/2023 5:00,West,Clothing,1934,6,Returning
2479,14/04/2023 6:00,South,Clothing,1433,9,Returning
2480,14/04/2023 7:00,North,Clothing,533,3,Returning
2481,14/04/2023 8:00,North,Electronics,4168,7,New
2482,14/04/2023 9:00,North,Clothing,4280,6,Returning
2483,14/04/2023 10:00,North,Furniture,1177,5,Returning
2484,14/04/2023 11:00,West,Furniture,417,4,New
2485,14/04/2023 12:00,East,Furniture,3720,5,Returning
2486,14/04/2023 13:00,East,Clothing,1136,4,New
2487,14/04/2023 14:00,South,Furniture,2028,3,New
2488,14/04/2023 15:00,South,Electronics,414,7,Returning
2489,14/04/2023 16:00,West,Groceries,1209,6,New
2490,14/04/2023 17:00,East,Clothing,3985,4,New
2491,14/04/2023 18:00,East,Furniture,4042,9,Returning
2492,14/04/2023 19:00,North,Electronics,1115,1,Returning
2493,14/04/2023 20:00,West,Groceries,1746,1,Returning
2494,14/04/2023 21:00,West,Electronics,758,9,New
2495,14/04/2023 22:00,North,Furniture,463,7,New
2496,14/04/2023 23:00,West,Electronics,4962,2,New
2497,15/04/2023 0:00,West,Groceries,3312,5,New
2498,15/04/2023 1:00,South,Furniture,2756,4,New
2499,15/04/2023 2:00,East,Groceries,3851,1,New
2500,15/04/2023 3:00,West,Electronics,4216,9,Returning
2501,15/04/2023 4:00,South,Clothing,4053,6,New
2502,15/04/2023 5:00,East,Clothing,181,6,New
2503,15/04/2023 6:00,North,Clothing,1015,4,Returning
2504,15/04/2023 7:00,South,Clothing,3309,2,New
2505,15/04/2023 8:00,South,Groceries,1941,8,New
2506,15/04/2023 9:00,East,Clothing,4914,8,New
2507,15/04/2023 10:00,North,Groceries,3360,3,Returning
2508,15/04/2023 11:00,South,Furniture,4787,7,Returning
2509,15/04/2023 12:00,West,Clothing,1087,7,Returning
2510,15/04/2023 13:00,West,Groceries,4333,5,Returning
2511,15/04/2023 14:00,West,Clothing,1675,5,New
2512,15/04/2023 15:00,North,Clothing,4949,8,New
2513,15/04/2023 16:00,South,Clothing,873,4,Returning
2514,15/04/2023 17:00,West,Groceries,2630,1,New
2515,15/04/2023 18:00,North,Electronics,3985,1,New
2516,15/04/2023 19:00,West,Clothing,2220,9,New
2517,15/04/2023 20:00,East,Clothing,2394,4,Returning
2518,15/04/2023 21:00,South,Furniture,4933,1,New
2519,15/04/2023 22:00,South,Electronics,2184,2,Returning
2520,15/04/2023 23:00,North,Groceries,3060,7,New
2521,16/04/2023 0:00,North,Furniture,367,2,New
2522,16/04/2023 1:00,South,Clothing,4227,1,Returning
2523,16/04/2023 2:00,West,Furniture,3276,9,Returning
2524,16/04/2023 3:00,West,Furniture,2080,5,New
2525,16/04/2023 4:00,East,Clothing,179,4,Returning
2526,16/04/2023 5:00,West,Electronics,2999,4,Returning
2527,16/04/2023 6:00,North,Electronics,162,1,New
2528,16/04/2023 7:00,North,Furniture,106,3,Returning
2529,16/04/2023 8:00,West,Clothing,3119,1,Returning
2530,16/04/2023 9:00,North,Groceries,1026,5,Returning
2531,16/04/2023 10:00,South,Furniture,1040,5,Returning
2532,16/04/2023 11:00,South,Groceries,3301,9,Returning
2533,16/04/2023 12:00,West,Furniture,363,8,Returning
2534,16/04/2023 13:00,South,Furniture,1636,5,New
2535,16/04/2023 14:00,South,Clothing,832,5,Returning
2536,16/04/2023 15:00,East,Clothing,2943,7,Returning
2537,16/04/2023 16:00,East,Groceries,3343,2,New
2538,16/04/2023 17:00,South,Groceries,3634,7,Returning
2539,16/04/2023 18:00,West,Electronics,1351,1,Returning
2540,16/04/2023 19:00,East,Clothing,537,5,New
2541,16/04/2023 20:00,North,Furniture,486,6,New
2542,16/04/2023 21:00,North,Furniture,2188,1,Returning
2543,16/04/2023 22:00,North,Electronics,4735,9,Returning
2544,16/04/2023 23:00,West,Clothing,1167,9,New
2545,17/04/2023 0:00,South,Furniture,1358,1,Returning
2546,17/04/2023 1:00,North,Electronics,594,4,Returning
2547,17/04/2023 2:00,West,Electronics,3067,8,New
2548,17/04/2023 3:00,East,Furniture,3431,2,New
2549,17/04/2023 4:00,South,Furniture,3250,8,New
2550,17/04/2023 5:00,East,Groceries,4320,9,Returning
2551,17/04/2023 6:00,West,Clothing,2483,9,New
2552,17/04/2023 7:00,North,Groceries,759,1,Returning
2553,17/04/2023 8:00,North,Electronics,1518,9,New
2554,17/04/2023 9:00,West,Furniture,3346,4,New
2555,17/04/2023 10:00,North,Groceries,3104,8,Returning
2556,17/04/2023 11:00,South,Electronics,2702,9,New
2557,17/04/2023 12:00,West,Clothing,3447,3,Returning
2558,17/04/2023 13:00,East,Furniture,3223,6,Returning
2559,17/04/2023 14:00,West,Groceries,4418,3,Returning
2560,17/04/2023 15:00,South,Clothing,2971,1,Returning
2561,17/04/2023 16:00,South,Groceries,3915,6,Returning
2562,17/04/2023 17:00,West,Electronics,1319,5,New
2563,17/04/2023 18:00,West,Clothing,3423,3,New
2564,17/04/2023 19:00,North,Groceries,4521,4,Returning
2565,17/04/2023 20:00,South,Clothing,1990,2,Returning
2566,17/04/2023 21:00,West,Electronics,3918,4,Returning
2567,17/04/2023 22:00,West,Clothing,3651,4,Returning
2568,17/04/2023 23:00,South,Groceries,392,3,New
2569,18/04/2023 0:00,West,Electronics,2949,6,New
2570,18/04/2023 1:00,North,Furniture,738,1,New
2571,18/04/2023 2:00,South,Groceries,4840,9,New
2572,18/04/2023 3:00,North,Groceries,4076,3,New
2573,18/04/2023 4:00,North,Electronics,638,3,New
2574,18/04/2023 5:00,North,Electronics,697,3,Returning
2575,18/04/2023 6:00,North,Furniture,3013,7,New
2576,18/04/2023 7:00,South,Groceries,1790,8,New
2577,18/04/2023 8:00,North,Electronics,271,2,Returning
2578,18/04/2023 9:00,North,Furniture,2754,1,Returning
2579,18/04/2023 10:00,West,Furniture,2000,5,Returning
2580,18/04/2023 11:00,South,Electronics,595,8,Returning
2581,18/04/2023 12:00,South,Groceries,4029,3,Returning
2582,18/04/2023 13:00,East,Clothing,4584,6,New
2583,18/04/2023 14:00,South,Clothing,3807,3,Returning
2584,18/04/2023 15:00,South,Furniture,4130,6,Returning
2585,18/04/2023 16:00,East,Clothing,1161,4,Returning
2586,18/04/2023 17:00,South,Clothing,1392,7,New
2587,18/04/2023 18:00,South,Electronics,1122,1,Returning
2588,18/04/2023 19:00,South,Furniture,3849,1,Returning
2589,18/04/2023 20:00,South,Groceries,4745,5,New
2590,18/04/2023 21:00,East,Furniture,3613,9,Returning
2591,18/04/2023 22:00,South,Electronics,4419,5,New
2592,18/04/2023 23:00,South,Clothing,3230,4,New
2593,19/04/2023 0:00,East,Groceries,2000,8,Returning
2594,19/04/2023 1:00,West,Furniture,2186,5,New
2595,19/04/2023 2:00,North,Clothing,469,1,Returning
2596,19/04/2023 3:00,West,Furniture,254,7,Returning
2597,19/04/2023 4:00,East,Groceries,3508,4,Returning
2598,19/04/2023 5:00,North,Furniture,2248,5,New
2599,19/04/2023 6:00,East,Furniture,2806,6,New
2600,19/04/2023 7:00,East,Furniture,2833,7,New
2601,19/04/2023 8:00,South,Clothing,1459,2,New
2602,19/04/2023 9:00,North,Groceries,2432,1,New
2603,19/04/2023 10:00,South,Groceries,2407,3,Returning
2604,19/04/2023 11:00,North,Clothing,2003,1,Returning
2605,19/04/2023 12:00,East,Clothing,4121,4,Returning
2606,19/04/2023 13:00,East,Clothing,2311,6,New
2607,19/04/2023 14:00,West,Electronics,3058,5,New
2608,19/04/2023 15:00,North,Furniture,4488,4,New
2609,19/04/2023 16:00,South,Furniture,4345,7,Returning
2610,19/04/2023 17:00,West,Groceries,4463,6,Returning
2611,19/04/2023 18:00,West,Furniture,1423,3,New
2612,19/04/2023 19:00,West,Electronics,271,9,Returning
2613,19/04/2023 20:00,South,Clothing,1379,5,New
2614,19/04/2023 21:00,West,Groceries,1466,1,Returning
2615,19/04/2023 22:00,South,Groceries,4556,6,New
2616,19/04/2023 23:00,West,Furniture,3281,5,New
2617,20/04/2023 0:00,South,Groceries,500,8,Returning
2618,20/04/2023 1:00,East,Clothing,763,4,Returning
2619,20/04/2023 2:00,East,Groceries,863,1,New
2620,20/04/2023 3:00,East,Clothing,3189,2,Returning
2621,20/04/2023 4:00,East,Electronics,3704,8,Returning
2622,20/04/2023 5:00,East,Electronics,4312,8,Returning
2623,20/04/2023 6:00,West,Clothing,4709,5,New
2624,20/04/2023 7:00,West,Furniture,1088,6,Returning
2625,20/04/2023 8:00,West,Groceries,1618,2,Returning
2626,20/04/2023 9:00,South,Furniture,1278,9,Returning
2627,20/04/2023 10:00,South,Groceries,1858,6,Returning
2628,20/04/2023 11:00,South,Electronics,4582,9,New
2629,20/04/2023 12:00,South,Electronics,2918,3,New
2630,20/04/2023 13:00,East,Electronics,3717,6,New
2631,20/04/2023 14:00,East,Groceries,2502,5,Returning
2632,20/04/2023 15:00,East,Electronics,241,9,New
2633,20/04/2023 16:00,North,Electronics,415,1,Returning
2634,20/04/2023 17:00,West,Electronics,2736,9,New
2635,20/04/2023 18:00,South,Electronics,3622,5,New
2636,20/04/2023 19:00,South,Furniture,1155,1,Returning
2637,20/04/2023 20:00,East,Electronics,3637,8,Returning
2638,20/04/2023 21:00,South,Electronics,4072,7,Returning
2639,20/04/2023 22:00,South,Furniture,2118,6,New
2640,20/04/2023 23:00,West,Furniture,3757,2,Returning
2641,21/04/2023 0:00,East,Groceries,2080,5,Returning
2642,21/04/2023 1:00,West,Clothing,3424,3,Returning
2643,21/04/2023 2:00,North,Electronics,3844,2,New
2644,21/04/2023 3:00,North,Electronics,4960,1,Returning
2645,21/04/2023 4:00,North,Electronics,1792,9,New
2646,21/04/2023 5:00,East,Groceries,2114,2,New
2647,21/04/2023 6:00,South,Electronics,912,1,Returning
2648,21/04/2023 7:00,East,Clothing,1100,7,Returning
2649,21/04/2023 8:00,East,Furniture,3498,9,Returning
2650,21/04/2023 9:00,South,Groceries,4594,6,Returning
2651,21/04/2023 10:00,West,Furniture,2034,8,New
2652,21/04/2023 11:00,North,Electronics,981,7,Returning
2653,21/04/2023 12:00,West,Electronics,1497,9,Returning
2654,21/04/2023 13:00,North,Electronics,2330,7,New
2655,21/04/2023 14:00,East,Clothing,1524,6,New
2656,21/04/2023 15:00,North,Clothing,1245,1,Returning
2657,21/04/2023 16:00,East,Groceries,3706,9,Returning
2658,21/04/2023 17:00,West,Furniture,138,5,Returning
2659,21/04/2023 18:00,East,Electronics,2742,2,Returning
2660,21/04/2023 19:00,West,Electronics,3989,8,Returning
2661,21/04/2023 20:00,South,Electronics,1405,4,New
2662,21/04/2023 21:00,South,Electronics,3056,3,New
2663,21/04/2023 22:00,South,Clothing,3378,1,New
2664,21/04/2023 23:00,East,Furniture,3310,5,Returning
2665,22/04/2023 0:00,South,Furniture,2285,3,Returning
2666,22/04/2023 1:00,North,Groceries,1798,4,Returning
2667,22/04/2023 2:00,West,Clothing,4196,9,Returning
2668,22/04/2023 3:00,West,Electronics,3816,7,New
2669,22/04/2023 4:00,North,Furniture,1674,5,New
2670,22/04/2023 5:00,East,Furniture,605,8,Returning
2671,22/04/2023 6:00,East,Clothing,452,6,Returning
2672,22/04/2023 7:00,West,Groceries,562,2,Returning
2673,22/04/2023 8:00,South,Groceries,2956,7,New
2674,22/04/2023 9:00,East,Electronics,353,1,New
2675,22/04/2023 10:00,East,Groceries,1751,3,Returning
2676,22/04/2023 11:00,North,Furniture,3791,1,Returning
2677,22/04/2023 12:00,North,Groceries,1542,1,New
2678,22/04/2023 13:00,South,Electronics,3840,5,Returning
2679,22/04/2023 14:00,East,Furniture,3753,6,New
2680,22/04/2023 15:00,East,Groceries,1305,3,Returning
2681,22/04/2023 16:00,North,Groceries,3671,3,New
2682,22/04/2023 17:00,East,Clothing,3764,3,Returning
2683,22/04/2023 18:00,West,Electronics,2048,1,New
2684,22/04/2023 19:00,North,Groceries,1131,5,New
2685,22/04/2023 20:00,South,Clothing,2654,1,Returning
2686,22/04/2023 21:00,North,Furniture,4615,3,New
2687,22/04/2023 22:00,East,Clothing,3234,6,Returning
2688,22/04/2023 23:00,South,Clothing,947,6,New
2689,23/04/2023 0:00,North,Groceries,3446,3,Returning
2690,23/04/2023 1:00,West,Groceries,2193,9,Returning
2691,23/04/2023 2:00,West,Groceries,2998,8,New
2692,23/04/2023 3:00,North,Clothing,3697,3,Returning
2693,23/04/2023 4:00,West,Furniture,2623,5,Returning
2694,23/04/2023 5:00,West,Electronics,4089,5,Returning
2695,23/04/2023 6:00,West,Clothing,3639,5,Returning
2696,23/04/2023 7:00,South,Groceries,3114,3,New
2697,23/04/2023 8:00,West,Electronics,839,5,New
2698,23/04/2023 9:00,West,Furniture,4196,5,Returning
2699,23/04/2023 10:00,West,Electronics,4686,4,New
2700,23/04/2023 11:00,South,Groceries,771,4,Returning
2701,23/04/2023 12:00,North,Clothing,2492,2,Returning
2702,23/04/2023 13:00,East,Clothing,1369,9,Returning
2703,23/04/2023 14:00,West,Groceries,3797,7,New
2704,23/04/2023 15:00,North,Clothing,3636,1,Returning
2705,23/04/2023 16:00,West,Groceries,790,5,Returning
2706,23/04/2023 17:00,South,Clothing,4397,2,New
2707,23/04/2023 18:00,North,Clothing,987,6,Returning
